Salary Group ID,Salary Group,Number of Inhabitants,Municipality ID,Municipality,Households
1,< $2k,1,1001,Aguascalientes,29726
1,< $2k,1,1002,Asientos,1697
1,< $2k,1,1003,Calvillo,1239
1,< $2k,1,1004,Cosío,794
1,< $2k,1,1005,Jesús María,2024
1,< $2k,1,1006,Pabellón de Arteaga,411
1,< $2k,1,1007,Rincón de Romos,2013
1,< $2k,1,1008,San José de Gracia,223
1,< $2k,1,1009,Tepezalá,841
1,< $2k,1,1010,El Llano,593
1,< $2k,1,1011,San Francisco de los Romo,1047
1,< $2k,1,2001,Ensenada,21343
1,< $2k,1,2002,Mexicali,40456
1,< $2k,1,2003,Tecate,2892
1,< $2k,1,2004,Tijuana,53842
1,< $2k,1,2005,Playas de Rosarito,1543
1,< $2k,1,3001,Comondú,3622
1,< $2k,1,3002,Mulegé,3231
1,< $2k,1,3003,La Paz,12973
1,< $2k,1,3008,Los Cabos,8179
1,< $2k,1,3009,Loreto,1060
1,< $2k,1,4001,Calkiní,375
1,< $2k,1,4002,Campeche,8626
1,< $2k,1,4003,Carmen,6063
1,< $2k,1,4004,Champotón,3236
1,< $2k,1,4005,Hecelchakán,901
1,< $2k,1,4006,Hopelchén,248
1,< $2k,1,4007,Palizada,660
1,< $2k,1,4008,Tenabo,536
1,< $2k,1,4009,Escárcega,4545
1,< $2k,1,4010,Calakmul,1933
1,< $2k,1,4011,Candelaria,3637
1,< $2k,1,5002,Acuña,4428
1,< $2k,1,5003,Allende,1354
1,< $2k,1,5004,Arteaga,677
1,< $2k,1,5006,Castaños,484
1,< $2k,1,5007,Cuatro Ciénegas,582
1,< $2k,1,5009,Francisco I. Madero,2854
1,< $2k,1,5010,Frontera,2121
1,< $2k,1,5011,General Cepeda,306
1,< $2k,1,5012,Guerrero,186
1,< $2k,1,5014,Jiménez,272
1,< $2k,1,5017,Matamoros,5752
1,< $2k,1,5018,Monclova,8654
1,< $2k,1,5019,Morelos,248
1,< $2k,1,5020,Múzquiz,1351
1,< $2k,1,5021,Nadadores,977
1,< $2k,1,5022,Nava,1189
1,< $2k,1,5023,Ocampo,114
1,< $2k,1,5024,Parras,1010
1,< $2k,1,5025,Piedras Negras,8515
1,< $2k,1,5026,Progreso,228
1,< $2k,1,5027,Ramos Arizpe,2962
1,< $2k,1,5028,Sabinas,2154
1,< $2k,1,5030,Saltillo,23386
1,< $2k,1,5031,San Buenaventura,587
1,< $2k,1,5032,San Juan de Sabinas,1208
1,< $2k,1,5033,San Pedro,3188
1,< $2k,1,5035,Torreón,28141
1,< $2k,1,5036,Viesca,630
1,< $2k,1,5037,Villa Unión,816
1,< $2k,1,5038,Zaragoza,1229
1,< $2k,1,6001,Armería,1327
1,< $2k,1,6002,Colima,8425
1,< $2k,1,6003,Comala,670
1,< $2k,1,6004,Coquimatlán,680
1,< $2k,1,6005,Cuauhtémoc,1935
1,< $2k,1,6006,Ixtlahuacán,514
1,< $2k,1,6007,Manzanillo,8003
1,< $2k,1,6008,Minatitlán,497
1,< $2k,1,6009,Tecomán,4748
1,< $2k,1,6010,Villa de Álvarez,7849
1,< $2k,1,7002,Acala,3438
1,< $2k,1,7003,Acapetahua,1965
1,< $2k,1,7004,Altamirano,2344
1,< $2k,1,7006,Amatenango de la Frontera,1482
1,< $2k,1,7009,Arriaga,4616
1,< $2k,1,7013,Bochil,4181
1,< $2k,1,7015,Cacahoatán,1460
1,< $2k,1,7017,Cintalapa,5881
1,< $2k,1,7019,Comitán de Domínguez,6190
1,< $2k,1,7021,Copainalá,667
1,< $2k,1,7023,Chamula,3544
1,< $2k,1,7024,Chanal,567
1,< $2k,1,7029,Chicoasén,722
1,< $2k,1,7030,Chicomuselo,895
1,< $2k,1,7034,Frontera Comalapa,2178
1,< $2k,1,7035,Frontera Hidalgo,799
1,< $2k,1,7037,Huehuetán,2012
1,< $2k,1,7039,Huitiupán,743
1,< $2k,1,7041,La Independencia,572
1,< $2k,1,7046,Jiquipilas,676
1,< $2k,1,7051,Mapastepec,1386
1,< $2k,1,7052,Las Margaritas,1791
1,< $2k,1,7053,Mazapa de Madero,1282
1,< $2k,1,7055,Metapa,663
1,< $2k,1,7059,Ocosingo,1652
1,< $2k,1,7061,Ocozocoautla de Espinosa,1523
1,< $2k,1,7065,Palenque,747
1,< $2k,1,7066,Pantelhó,1106
1,< $2k,1,7068,Pichucalco,3156
1,< $2k,1,7069,Pijijiapan,1953
1,< $2k,1,7071,Villa Comaltitlán,1544
1,< $2k,1,7074,Reforma,727
1,< $2k,1,7075,Las Rosas,1703
1,< $2k,1,7078,San Cristóbal de las Casas,3831
1,< $2k,1,7079,San Fernando,3525
1,< $2k,1,7083,Socoltenango,4136
1,< $2k,1,7084,Solosuchiapa,1490
1,< $2k,1,7086,Suchiapa,1530
1,< $2k,1,7089,Tapachula,8197
1,< $2k,1,7093,Tenejapa,656
1,< $2k,1,7096,Tila,1368
1,< $2k,1,7097,Tonalá,4310
1,< $2k,1,7099,La Trinitaria,3073
1,< $2k,1,7101,Tuxtla Gutiérrez,17736
1,< $2k,1,7102,Tuxtla Chico,1383
1,< $2k,1,7106,Venustiano Carranza,3550
1,< $2k,1,7107,Villa Corzo,5630
1,< $2k,1,7108,Villaflores,7717
1,< $2k,1,7111,Zinacantán,2598
1,< $2k,1,7112,San Juan Cancuc,701
1,< $2k,1,7113,Aldama,1638
1,< $2k,1,8001,Ahumada,500
1,< $2k,1,8002,Aldama,560
1,< $2k,1,8004,Aquiles Serdán,1251
1,< $2k,1,8006,Bachíniva,1975
1,< $2k,1,8007,Balleza,1363
1,< $2k,1,8008,Batopilas de Manuel Gómez Morín,721
1,< $2k,1,8009,Bocoyna,3196
1,< $2k,1,8010,Buenaventura,847
1,< $2k,1,8011,Camargo,2397
1,< $2k,1,8012,Carichí,3055
1,< $2k,1,8016,La Cruz,698
1,< $2k,1,8017,Cuauhtémoc,9789
1,< $2k,1,8018,Cusihuiriachi,806
1,< $2k,1,8019,Chihuahua,42904
1,< $2k,1,8020,Chínipas,1093
1,< $2k,1,8021,Delicias,9023
1,< $2k,1,8025,Gómez Farías,312
1,< $2k,1,8027,Guachochi,890
1,< $2k,1,8028,Guadalupe,463
1,< $2k,1,8029,Guadalupe y Calvo,107
1,< $2k,1,8030,Guazapares,770
1,< $2k,1,8031,Guerrero,5670
1,< $2k,1,8032,Hidalgo del Parral,4784
1,< $2k,1,8034,Ignacio Zaragoza,376
1,< $2k,1,8035,Janos,913
1,< $2k,1,8036,Jiménez,1255
1,< $2k,1,8037,Juárez,35066
1,< $2k,1,8038,Julimes,911
1,< $2k,1,8040,Madera,2214
1,< $2k,1,8041,Maguarichi,877
1,< $2k,1,8043,Matachí,1444
1,< $2k,1,8045,Meoqui,1979
1,< $2k,1,8047,Moris,1507
1,< $2k,1,8048,Namiquipa,4854
1,< $2k,1,8050,Nuevo Casas Grandes,4441
1,< $2k,1,8051,Ocampo,504
1,< $2k,1,8052,Ojinaga,6928
1,< $2k,1,8053,Praxedis G. Guerrero,1256
1,< $2k,1,8054,Riva Palacio,126
1,< $2k,1,8055,Rosales,873
1,< $2k,1,8056,Rosario,456
1,< $2k,1,8060,Santa Bárbara,201
1,< $2k,1,8062,Saucillo,2358
1,< $2k,1,8063,Temósachic,320
1,< $2k,1,8064,El Tule,400
1,< $2k,1,8065,Urique,274
1,< $2k,1,8067,Valle de Zaragoza,291
1,< $2k,1,9002,Azcapotzalco,18379
1,< $2k,1,9003,Coyoacán,39841
1,< $2k,1,9004,Cuajimalpa de Morelos,2764
1,< $2k,1,9005,Gustavo A. Madero,36736
1,< $2k,1,9006,Iztacalco,16911
1,< $2k,1,9007,Iztapalapa,64683
1,< $2k,1,9008,La Magdalena Contreras,6612
1,< $2k,1,9009,Milpa Alta,1435
1,< $2k,1,9010,Álvaro Obregón,21241
1,< $2k,1,9011,Tláhuac,14357
1,< $2k,1,9012,Tlalpan,32508
1,< $2k,1,9013,Xochimilco,20593
1,< $2k,1,9014,Benito Juárez,58021
1,< $2k,1,9015,Cuauhtémoc,48390
1,< $2k,1,9016,Miguel Hidalgo,33110
1,< $2k,1,9017,Venustiano Carranza,20623
1,< $2k,1,10001,Canatlán,3780
1,< $2k,1,10004,Cuencamé,2607
1,< $2k,1,10005,Durango,27153
1,< $2k,1,10006,General Simón Bolívar,1193
1,< $2k,1,10007,Gómez Palacio,16426
1,< $2k,1,10008,Guadalupe Victoria,1269
1,< $2k,1,10009,Guanaceví,1082
1,< $2k,1,10010,Hidalgo,1053
1,< $2k,1,10012,Lerdo,4923
1,< $2k,1,10013,Mapimí,524
1,< $2k,1,10015,Nazas,1881
1,< $2k,1,10016,Nombre de Dios,3171
1,< $2k,1,10018,El Oro,740
1,< $2k,1,10020,Pánuco de Coronado,875
1,< $2k,1,10021,Peñón Blanco,678
1,< $2k,1,10022,Poanas,1534
1,< $2k,1,10023,Pueblo Nuevo,424
1,< $2k,1,10024,Rodeo,608
1,< $2k,1,10027,San Juan de Guadalupe,1471
1,< $2k,1,10028,San Juan del Río,1216
1,< $2k,1,10030,San Pedro del Gallo,1116
1,< $2k,1,10031,Santa Clara,704
1,< $2k,1,10032,Santiago Papasquiaro,1727
1,< $2k,1,10035,Tepehuanes,318
1,< $2k,1,10036,Tlahualilo,141
1,< $2k,1,10038,Vicente Guerrero,1478
1,< $2k,1,10039,Nuevo Ideal,137
1,< $2k,1,11001,Abasolo,2738
1,< $2k,1,11002,Acámbaro,4443
1,< $2k,1,11003,San Miguel de Allende,11880
1,< $2k,1,11004,Apaseo el Alto,2064
1,< $2k,1,11005,Apaseo el Grande,791
1,< $2k,1,11007,Celaya,10797
1,< $2k,1,11008,Manuel Doblado,1904
1,< $2k,1,11009,Comonfort,1669
1,< $2k,1,11014,Dolores Hidalgo Cuna de la Independencia Nacional,7524
1,< $2k,1,11015,Guanajuato,7015
1,< $2k,1,11016,Huanímaro,260
1,< $2k,1,11017,Irapuato,17062
1,< $2k,1,11018,Jaral del Progreso,1830
1,< $2k,1,11019,Jerécuaro,4042
1,< $2k,1,11020,León,37680
1,< $2k,1,11021,Moroleón,1198
1,< $2k,1,11023,Pénjamo,3296
1,< $2k,1,11025,Purísima del Rincón,2021
1,< $2k,1,11027,Salamanca,7528
1,< $2k,1,11028,Salvatierra,8242
1,< $2k,1,11030,San Felipe,1447
1,< $2k,1,11031,San Francisco del Rincón,5376
1,< $2k,1,11032,San José Iturbide,6368
1,< $2k,1,11033,San Luis de la Paz,5228
1,< $2k,1,11034,Santa Catarina,275
1,< $2k,1,11035,Santa Cruz de Juventino Rosas,361
1,< $2k,1,11037,Silao de la Victoria,2079
1,< $2k,1,11039,Tarimoro,196
1,< $2k,1,11041,Uriangato,2889
1,< $2k,1,11042,Valle de Santiago,1849
1,< $2k,1,11043,Victoria,548
1,< $2k,1,11044,Villagrán,2199
1,< $2k,1,11046,Yuriria,2504
1,< $2k,1,12001,Acapulco de Juárez,47322
1,< $2k,1,12002,Ahuacuotzingo,1503
1,< $2k,1,12003,Ajuchitlán del Progreso,389
1,< $2k,1,12004,Alcozauca de Guerrero,810
1,< $2k,1,12007,Arcelia,9225
1,< $2k,1,12010,Atlixtac,806
1,< $2k,1,12011,Atoyac de Álvarez,7272
1,< $2k,1,12012,Ayutla de los Libres,2291
1,< $2k,1,12014,Benito Juárez,782
1,< $2k,1,12015,Buenavista de Cuéllar,2817
1,< $2k,1,12016,Coahuayutla de José María Izazaga,2025
1,< $2k,1,12017,Cocula,1688
1,< $2k,1,12018,Copala,502
1,< $2k,1,12020,Copanatoyac,2088
1,< $2k,1,12021,Coyuca de Benítez,9712
1,< $2k,1,12022,Coyuca de Catalán,539
1,< $2k,1,12023,Cuajinicuilapa,3820
1,< $2k,1,12027,Cutzamala de Pinzón,5141
1,< $2k,1,12028,Chilapa de Álvarez,1606
1,< $2k,1,12029,Chilpancingo de los Bravo,8664
1,< $2k,1,12033,Huamuxtitlán,440
1,< $2k,1,12034,Huitzuco de los Figueroa,7483
1,< $2k,1,12035,Iguala de la Independencia,5263
1,< $2k,1,12038,Zihuatanejo de Azueta,4464
1,< $2k,1,12039,Juan R. Escudero,575
1,< $2k,1,12041,Malinaltepec,886
1,< $2k,1,12044,Mochitlán,920
1,< $2k,1,12045,Olinalá,1615
1,< $2k,1,12046,Ometepec,5514
1,< $2k,1,12048,Petatlán,2452
1,< $2k,1,12049,Pilcaya,1596
1,< $2k,1,12051,Quechultenango,1000
1,< $2k,1,12052,San Luis Acatlán,487
1,< $2k,1,12053,San Marcos,2341
1,< $2k,1,12055,Taxco de Alarcón,7045
1,< $2k,1,12056,Tecoanapa,1056
1,< $2k,1,12057,Técpan de Galeana,5125
1,< $2k,1,12058,Teloloapan,352
1,< $2k,1,12059,Tepecoacuilco de Trujano,2012
1,< $2k,1,12061,Tixtla de Guerrero,2797
1,< $2k,1,12062,Tlacoachistlahuaca,1016
1,< $2k,1,12064,Tlalchapa,2641
1,< $2k,1,12066,Tlapa de Comonfort,6795
1,< $2k,1,12068,La Unión de Isidoro Montes de Oca,960
1,< $2k,1,12072,Zapotitlán Tablas,2887
1,< $2k,1,12074,Zitlala,2300
1,< $2k,1,12075,Eduardo Neri,412
1,< $2k,1,12076,Acatepec,832
1,< $2k,1,12077,Marquelia,1188
1,< $2k,1,12080,Juchitán,1760
1,< $2k,1,13002,Acaxochitlán,995
1,< $2k,1,13003,Actopan,502
1,< $2k,1,13004,Agua Blanca de Iturbide,1635
1,< $2k,1,13007,Almoloya,1077
1,< $2k,1,13008,Apan,1576
1,< $2k,1,13009,El Arenal,1419
1,< $2k,1,13010,Atitalaquia,482
1,< $2k,1,13012,Atotonilco el Grande,822
1,< $2k,1,13015,Cardonal,1939
1,< $2k,1,13017,Chapantongo,1388
1,< $2k,1,13018,Chapulhuacán,734
1,< $2k,1,13019,Chilcuautla,942
1,< $2k,1,13021,Emiliano Zapata,764
1,< $2k,1,13022,Epazoyucan,1046
1,< $2k,1,13023,Francisco I. Madero,1712
1,< $2k,1,13025,Huautla,566
1,< $2k,1,13026,Huazalingo,396
1,< $2k,1,13027,Huehuetla,1260
1,< $2k,1,13028,Huejutla de Reyes,4906
1,< $2k,1,13029,Huichapan,4255
1,< $2k,1,13030,Ixmiquilpan,7302
1,< $2k,1,13032,Jaltocán,1720
1,< $2k,1,13033,Juárez Hidalgo,2424
1,< $2k,1,13036,San Agustín Metzquititlán,728
1,< $2k,1,13037,Metztitlán,552
1,< $2k,1,13040,La Misión,1776
1,< $2k,1,13041,Mixquiahuala de Juárez,3249
1,< $2k,1,13046,San Felipe Orizatlán,1758
1,< $2k,1,13047,Pacula,1248
1,< $2k,1,13048,Pachuca de Soto,13479
1,< $2k,1,13049,Pisaflores,936
1,< $2k,1,13050,Progreso de Obregón,848
1,< $2k,1,13051,Mineral de la Reforma,6211
1,< $2k,1,13052,San Agustín Tlaxiaca,1278
1,< $2k,1,13053,San Bartolo Tutotepec,5566
1,< $2k,1,13055,Santiago de Anaya,1392
1,< $2k,1,13056,Santiago Tulantepec de Lugo Guerrero,772
1,< $2k,1,13058,Tasquillo,2000
1,< $2k,1,13059,Tecozautla,6029
1,< $2k,1,13060,Tenango de Doria,1164
1,< $2k,1,13061,Tepeapulco,1240
1,< $2k,1,13062,Tepehuacán de Guerrero,1764
1,< $2k,1,13063,Tepeji del Río de Ocampo,2589
1,< $2k,1,13064,Tepetitlán,1740
1,< $2k,1,13067,Tezontepec de Aldama,2238
1,< $2k,1,13068,Tianguistengo,871
1,< $2k,1,13069,Tizayuca,3268
1,< $2k,1,13070,Tlahuelilpan,4092
1,< $2k,1,13073,Tlanchinol,2381
1,< $2k,1,13074,Tlaxcoapan,3191
1,< $2k,1,13075,Tolcayuca,1077
1,< $2k,1,13076,Tula de Allende,4213
1,< $2k,1,13077,Tulancingo de Bravo,4550
1,< $2k,1,13080,Yahualica,1380
1,< $2k,1,13081,Zacualtipán de Ángeles,5711
1,< $2k,1,13082,Zapotlán de Juárez,1188
1,< $2k,1,13083,Zempoala,1814
1,< $2k,1,13084,Zimapán,308
1,< $2k,1,14002,Acatlán de Juárez,2856
1,< $2k,1,14005,Amatitán,2060
1,< $2k,1,14006,Ameca,3126
1,< $2k,1,14008,Arandas,5676
1,< $2k,1,14011,Atengo,1183
1,< $2k,1,14012,Atenguillo,1300
1,< $2k,1,14013,Atotonilco el Alto,6915
1,< $2k,1,14015,Autlán de Navarro,1575
1,< $2k,1,14016,Ayotlán,492
1,< $2k,1,14017,Ayutla,2365
1,< $2k,1,14018,La Barca,1748
1,< $2k,1,14023,Zapotlán el Grande,5366
1,< $2k,1,14030,Chapala,7305
1,< $2k,1,14035,Encarnación de Díaz,1030
1,< $2k,1,14037,El Grullo,3228
1,< $2k,1,14039,Guadalajara,63164
1,< $2k,1,14043,La Huerta,2420
1,< $2k,1,14045,Ixtlahuacán del Río,3052
1,< $2k,1,14049,Jilotlán de los Dolores,670
1,< $2k,1,14050,Jocotepec,5404
1,< $2k,1,14052,Juchitlán,1858
1,< $2k,1,14055,Magdalena,4050
1,< $2k,1,14062,Mixtlán,1824
1,< $2k,1,14063,Ocotlán,4265
1,< $2k,1,14066,Poncitlán,1827
1,< $2k,1,14067,Puerto Vallarta,4235
1,< $2k,1,14069,Quitupan,4593
1,< $2k,1,14070,El Salto,3739
1,< $2k,1,14073,San Juan de los Lagos,5326
1,< $2k,1,14077,San Martín Hidalgo,503
1,< $2k,1,14078,San Miguel el Alto,4798
1,< $2k,1,14083,Tala,4259
1,< $2k,1,14085,Tamazula de Gordiano,503
1,< $2k,1,14087,Tecalitlán,3888
1,< $2k,1,14089,Techaluta de Montenegro,870
1,< $2k,1,14090,Tenamaxtlán,2220
1,< $2k,1,14092,Teocuitatlán de Corona,692
1,< $2k,1,14093,Tepatitlán de Morelos,1818
1,< $2k,1,14097,Tlajomulco de Zúñiga,11558
1,< $2k,1,14098,San Pedro Tlaquepaque,20099
1,< $2k,1,14100,Tomatlán,8515
1,< $2k,1,14101,Tonalá,7181
1,< $2k,1,14107,Tuxcueca,1892
1,< $2k,1,14114,Villa Corona,3462
1,< $2k,1,14115,Villa Guerrero,2982
1,< $2k,1,14119,Zacoalco de Torres,2304
1,< $2k,1,14120,Zapopan,44500
1,< $2k,1,14121,Zapotiltic,4729
1,< $2k,1,14124,Zapotlanejo,4181
1,< $2k,1,15001,Acambay de Ruíz Castañeda,348
1,< $2k,1,15003,Aculco,841
1,< $2k,1,15005,Almoloya de Juárez,2382
1,< $2k,1,15007,Amanalco,1020
1,< $2k,1,15009,Amecameca,2769
1,< $2k,1,15011,Atenco,1280
1,< $2k,1,15013,Atizapán de Zaragoza,30803
1,< $2k,1,15015,Atlautla,5730
1,< $2k,1,15017,Ayapango,3014
1,< $2k,1,15018,Calimaya,711
1,< $2k,1,15020,Coacalco de Berriozábal,15415
1,< $2k,1,15023,Coyotepec,2345
1,< $2k,1,15025,Chalco,8260
1,< $2k,1,15026,Chapa de Mota,2219
1,< $2k,1,15028,Chiautla,7084
1,< $2k,1,15029,Chicoloapan,2150
1,< $2k,1,15031,Chimalhuacán,22188
1,< $2k,1,15032,Donato Guerra,349
1,< $2k,1,15033,Ecatepec de Morelos,63964
1,< $2k,1,15035,Huehuetoca,489
1,< $2k,1,15036,Hueypoxtla,329
1,< $2k,1,15037,Huixquilucan,5899
1,< $2k,1,15038,Isidro Fabela,870
1,< $2k,1,15039,Ixtapaluca,12740
1,< $2k,1,15040,Ixtapan de la Sal,6795
1,< $2k,1,15042,Ixtlahuaca,2334
1,< $2k,1,15044,Jaltenco,2306
1,< $2k,1,15045,Jilotepec,2699
1,< $2k,1,15046,Jilotzingo,880
1,< $2k,1,15047,Jiquipilco,4134
1,< $2k,1,15051,Lerma,9473
1,< $2k,1,15052,Malinalco,430
1,< $2k,1,15054,Metepec,10471
1,< $2k,1,15057,Naucalpan de Juárez,32866
1,< $2k,1,15058,Nezahualcóyotl,27323
1,< $2k,1,15059,Nextlalpan,1773
1,< $2k,1,15060,Nicolás Romero,5672
1,< $2k,1,15061,Nopaltepec,470
1,< $2k,1,15062,Ocoyoacac,633
1,< $2k,1,15064,El Oro,2303
1,< $2k,1,15067,Otzolotepec,603
1,< $2k,1,15068,Ozumba,900
1,< $2k,1,15070,La Paz,2135
1,< $2k,1,15075,San Martín de las Pirámides,1090
1,< $2k,1,15076,San Mateo Atenco,2859
1,< $2k,1,15079,Soyaniquilpan de Juárez,1074
1,< $2k,1,15081,Tecámac,15097
1,< $2k,1,15085,Temascalcingo,2668
1,< $2k,1,15086,Temascaltepec,1180
1,< $2k,1,15087,Temoaya,1341
1,< $2k,1,15088,Tenancingo,376
1,< $2k,1,15090,Tenango del Valle,4119
1,< $2k,1,15091,Teoloyucan,2243
1,< $2k,1,15092,Teotihuacán,2100
1,< $2k,1,15094,Tepetlixpa,5700
1,< $2k,1,15097,Texcaltitlán,660
1,< $2k,1,15099,Texcoco,6266
1,< $2k,1,15100,Tezoyuca,4383
1,< $2k,1,15101,Tianguistenco,11718
1,< $2k,1,15104,Tlalnepantla de Baz,29141
1,< $2k,1,15105,Tlatlaya,1588
1,< $2k,1,15106,Toluca,13260
1,< $2k,1,15109,Tultitlán,14645
1,< $2k,1,15110,Valle de Bravo,415
1,< $2k,1,15111,Villa de Allende,407
1,< $2k,1,15113,Villa Guerrero,11392
1,< $2k,1,15114,Villa Victoria,1498
1,< $2k,1,15115,Xonacatlán,8113
1,< $2k,1,15117,Zacualpan,1508
1,< $2k,1,15118,Zinacantepec,2283
1,< $2k,1,15120,Zumpango,5269
1,< $2k,1,15121,Cuautitlán Izcalli,12569
1,< $2k,1,15122,Valle de Chalco Solidaridad,3508
1,< $2k,1,15123,Luvianos,352
1,< $2k,1,15124,San José del Rincón,504
1,< $2k,1,16003,Álvaro Obregón,848
1,< $2k,1,16004,Angamacutiro,2505
1,< $2k,1,16009,Ario,2380
1,< $2k,1,16014,Coahuayana,2484
1,< $2k,1,16015,Coalcomán de Vázquez Pallares,2349
1,< $2k,1,16017,Contepec,2404
1,< $2k,1,16019,Cotija,4708
1,< $2k,1,16020,Cuitzeo,2990
1,< $2k,1,16022,Charo,1707
1,< $2k,1,16025,Chilchota,696
1,< $2k,1,16027,Chucándiro,560
1,< $2k,1,16030,Ecuandureo,1341
1,< $2k,1,16031,Epitacio Huerta,1320
1,< $2k,1,16033,Gabriel Zamora,2670
1,< $2k,1,16035,La Huacana,1968
1,< $2k,1,16036,Huandacareo,1062
1,< $2k,1,16037,Huaniqueo,1106
1,< $2k,1,16038,Huetamo,665
1,< $2k,1,16043,Jacona,3650
1,< $2k,1,16044,Jiménez,650
1,< $2k,1,16045,Jiquilpan,2067
1,< $2k,1,16047,Jungapeo,648
1,< $2k,1,16050,Maravatío,1978
1,< $2k,1,16052,Lázaro Cárdenas,8481
1,< $2k,1,16053,Morelia,45468
1,< $2k,1,16055,Múgica,2976
1,< $2k,1,16057,Nocupétaro,607
1,< $2k,1,16061,Ocampo,3564
1,< $2k,1,16062,Pajacuarán,2025
1,< $2k,1,16065,Paracho,1648
1,< $2k,1,16066,Pátzcuaro,2639
1,< $2k,1,16067,Penjamillo,570
1,< $2k,1,16069,La Piedad,3265
1,< $2k,1,16071,Puruándiro,4387
1,< $2k,1,16073,Quiroga,799
1,< $2k,1,16075,Los Reyes,6509
1,< $2k,1,16076,Sahuayo,2678
1,< $2k,1,16077,San Lucas,597
1,< $2k,1,16079,Salvador Escalante,1436
1,< $2k,1,16080,Senguio,2501
1,< $2k,1,16081,Susupuato,3125
1,< $2k,1,16082,Tacámbaro,4046
1,< $2k,1,16086,Tanhuato,684
1,< $2k,1,16087,Taretan,685
1,< $2k,1,16088,Tarímbaro,3932
1,< $2k,1,16091,Tingüindín,741
1,< $2k,1,16093,Tlalpujahua,511
1,< $2k,1,16095,Tocumbo,801
1,< $2k,1,16102,Uruapan,15738
1,< $2k,1,16104,Villamar,2351
1,< $2k,1,16107,Zacapu,6631
1,< $2k,1,16108,Zamora,8803
1,< $2k,1,16110,Zinapécuaro,2239
1,< $2k,1,16112,Zitácuaro,8376
1,< $2k,1,17002,Atlatlahucan,1707
1,< $2k,1,17003,Axochiapan,2171
1,< $2k,1,17004,Ayala,2243
1,< $2k,1,17005,Coatlán del Río,1331
1,< $2k,1,17006,Cuautla,6056
1,< $2k,1,17007,Cuernavaca,18764
1,< $2k,1,17008,Emiliano Zapata,2638
1,< $2k,1,17009,Huitzilac,122
1,< $2k,1,17010,Jantetelco,173
1,< $2k,1,17011,Jiutepec,8317
1,< $2k,1,17012,Jojutla,3746
1,< $2k,1,17013,Jonacatepec de Leandro Valle,1296
1,< $2k,1,17014,Mazatepec,248
1,< $2k,1,17015,Miacatlán,2168
1,< $2k,1,17017,Puente de Ixtla,2395
1,< $2k,1,17018,Temixco,7002
1,< $2k,1,17019,Tepalcingo,482
1,< $2k,1,17020,Tepoztlán,5676
1,< $2k,1,17021,Tetecala,1116
1,< $2k,1,17022,Tetela del Volcán,684
1,< $2k,1,17024,Tlaltizapán de Zapata,606
1,< $2k,1,17025,Tlaquiltenango,832
1,< $2k,1,17026,Tlayacapan,1386
1,< $2k,1,17027,Totolapan,274
1,< $2k,1,17028,Xochitepec,2720
1,< $2k,1,17029,Yautepec,7394
1,< $2k,1,17030,Yecapixtla,853
1,< $2k,1,17031,Zacatepec,3072
1,< $2k,1,17032,Zacualpan de Amilpas,266
1,< $2k,1,17033,Temoac,696
1,< $2k,1,18001,Acaponeta,3777
1,< $2k,1,18004,Compostela,5780
1,< $2k,1,18005,Huajicori,362
1,< $2k,1,18006,Ixtlán del Río,1336
1,< $2k,1,18007,Jala,747
1,< $2k,1,18008,Xalisco,1970
1,< $2k,1,18009,Del Nayar,1056
1,< $2k,1,18010,Rosamorada,1685
1,< $2k,1,18011,Ruíz,2156
1,< $2k,1,18012,San Blas,3294
1,< $2k,1,18013,San Pedro Lagunillas,396
1,< $2k,1,18014,Santa María del Oro,667
1,< $2k,1,18015,Santiago Ixcuintla,3538
1,< $2k,1,18016,Tecuala,2666
1,< $2k,1,18017,Tepic,17652
1,< $2k,1,18018,Tuxpan,5453
1,< $2k,1,18020,Bahía de Banderas,3649
1,< $2k,1,19001,Abasolo,160
1,< $2k,1,19004,Allende,6191
1,< $2k,1,19005,Anáhuac,5655
1,< $2k,1,19006,Apodaca,9713
1,< $2k,1,19009,Cadereyta Jiménez,8276
1,< $2k,1,19011,Cerralvo,59
1,< $2k,1,19012,Ciénega de Flores,855
1,< $2k,1,19013,China,58
1,< $2k,1,19014,Doctor Arroyo,154
1,< $2k,1,19016,Doctor González,384
1,< $2k,1,19017,Galeana,958
1,< $2k,1,19018,García,1378
1,< $2k,1,19019,San Pedro Garza García,5471
1,< $2k,1,19021,General Escobedo,6280
1,< $2k,1,19022,General Terán,1101
1,< $2k,1,19023,General Treviño,236
1,< $2k,1,19026,Guadalupe,24751
1,< $2k,1,19027,Los Herreras,382
1,< $2k,1,19030,Iturbide,168
1,< $2k,1,19031,Juárez,4221
1,< $2k,1,19033,Linares,3570
1,< $2k,1,19034,Marín,111
1,< $2k,1,19035,Melchor Ocampo,304
1,< $2k,1,19038,Montemorelos,2491
1,< $2k,1,19039,Monterrey,35726
1,< $2k,1,19041,Pesquería,845
1,< $2k,1,19042,Los Ramones,321
1,< $2k,1,19044,Sabinas Hidalgo,2268
1,< $2k,1,19045,Salinas Victoria,749
1,< $2k,1,19046,San Nicolás de los Garza,22322
1,< $2k,1,19048,Santa Catarina,8357
1,< $2k,1,19049,Santiago,1507
1,< $2k,1,19050,Vallecillo,162
1,< $2k,1,20002,Acatlán de Pérez Figueroa,5599
1,< $2k,1,20005,Asunción Ixtaltepec,5048
1,< $2k,1,20014,Ciudad Ixtepec,889
